runtime,budget,num_actors,num_directors,num_screenwriters,num_producers,num_operators,num_composers,num_art_direction_by,num_editing_by,genre_anime,genre_biography,genre_thriller,genre_western,genre_military,genre_detective,genre_baby,genre_documentary,genre_drama,genre_story,genre_comedy,genre_concert,genre_short,genre_crime,genre_melodrama,genre_music,genre_cartoon,genre_musical,genre_adventure,genre_family,genre_sport,genre_thriller,genre_the horrors,genre_fantasy,genre_film noir,genre_fantasy,country_anime,country_biography,country_thriller,country_western,country_military,country_detective,country_baby,country_documentary,country_drama,country_story,country_comedy,country_concert,country_short,country_crime,country_melodrama,country_music,country_cartoon,country_musical,country_adventure,country_family,country_sport,country_thriller,country_the horrors,country_fantasy,country_film noir,country_fantasy,type_video,type_movie,type_animated,type_documentary,type_other,type_popular-science,type_art,age_0,age_12,age_14,age_16,age_18,age_6,title_uais,pr_week - 8,pr_week - 7,pr_week - 6,pr_week - 5,pr_week - 4,pr_week - 3,pr_week - 2,pr_week - 1,pr_week
105.0,766006.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BTS: Открой свою душу. Фильм,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152.0,97600000.0,10,1,3,3,1,2,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ford против Ferrari,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,29149906.789308175,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italian Best Shorts 3: Итальянские фантазии (Лучшие итальянские короткометражки 3: Итальянские фантазии),8.523882896764253,8.563944530046225,9.11402157164869,9.36979969183359,10.009244992295839,11.006163328197227,12.912172573189522,20.189522342064716,0.0
116.0,748539.0,10,2,0,3,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lil Peep: всё для всех,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114.0,75000000.0,10,1,3,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAMMA MIA! 2,0.0,0.0,3.0,9.0,3.0,3.0,13.0,13.0,23.0
100.0,3623355.0,10,1,3,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SuperЗять,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,20150241.0,10,1,3,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UglyDolls. Куклы с характером,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0
116.0,73286650.0,10,1,2,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yesterday (Вчера),97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,42000000.0,10,1,3,3,1,1,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zомбилэнд: Контрольный выстрел,2.0,0.0,0.0,0.0,0.0,7.0,5.0,9.0,62.0
85.0,15735317.0,10,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ёлки Новые,0.0,0.0,0.0,0.0,2.0,0.0,2.0,21.0,49.0
92.0,11498365.0,10,3,3,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ёлки Последние,0.0,0.0,1.0,1.0,3.0,4.0,5.0,32.0,100.0
150.0,2710286.0,10,1,1,3,2,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Аванпост,13.0,10.0,10.0,10.0,13.0,13.0,14.0,60.0,100.0
89.0,25000000.0,10,1,1,3,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Агент Джонни Инглиш 3.0,0.0,1.0,3.0,0.0,4.0,4.0,3.0,5.0,65.0
143.0,160000000.0,10,1,3,3,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Аквамен,8.0,6.0,7.0,7.0,9.0,9.0,12.0,12.0,19.0
90.0,307346.0,0,1,2,3,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Акварель,44.0,50.0,44.0,47.0,57.0,55.0,54.0,52.0,52.0
98.0,6501381.0,10,1,1,3,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Аксель,11.0,15.0,24.0,15.0,8.0,12.0,12.0,74.0,100.0
128.0,183000000.0,10,1,2,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Аладдин,11.0,9.0,8.0,10.0,9.0,8.0,10.0,11.0,15.0
93.0,22370452.0,10,1,1,3,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Али, рули!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,170000000.0,10,1,3,3,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Алита: Боевой ангел,3.0,3.0,8.0,9.0,12.0,20.0,20.0,36.0,100.0
98.0,29149906.789308175,1,2,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Алла Пугачёва. Тот самый концерт,8.523882896764253,8.563944530046225,9.11402157164869,9.36979969183359,10.009244992295839,11.006163328197227,12.912172573189522,20.189522342064716,0.0
96.0,51000000.0,10,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Альфа,63.0,63.0,66.0,69.0,66.0,68.0,66.0,73.0,100.0
125.0,8640800.0,10,1,1,3,1,1,3,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Амундсен,7.0,7.0,6.0,15.0,6.0,3.0,12.0,9.0,15.0
98.0,230193.0,10,1,2,3,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ангел мой,28.0,27.0,19.0,42.0,35.0,32.0,36.0,66.0,76.0
118.0,50000000.0,10,1,3,3,1,1,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ангелы Чарли,8.0,7.0,8.0,8.0,9.0,10.0,20.0,65.0,100.0
85.0,29149906.789308175,8,1,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Анимационный фильм ""Смешарики. Дежавю""",3.0,2.0,6.0,8.0,6.0,15.0,26.0,70.0,100.0
119.0,30000000.0,10,1,1,3,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Анна,52.0,51.0,49.0,48.0,47.0,47.0,47.0,46.0,51.0
100.0,20000000.0,10,1,1,3,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Анон,5.0,3.0,3.0,3.0,3.0,7.0,5.0,11.0,100.0
100.0,5000000.0,10,1,1,3,1,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Апгрейд,8.0,8.0,10.0,6.0,9.0,7.0,5.0,8.0,11.0
194.0,31500000.0,10,1,3,3,1,2,3,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Апокалипсис сегодня. Расширенная версия,8.523882896764253,8.563944530046225,9.11402157164869,9.36979969183359,10.009244992295839,11.006163328197227,12.912172573189522,20.189522342064716,14.0
97.0,6200000.0,10,2,2,3,1,3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Арахисовый сокол,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,1271953.0,10,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Астерикс и тайное зелье,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0
103.0,10000000.0,10,1,1,3,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Астрал 4: Последний ключ,8.523882896764253,8.563944530046225,9.11402157164869,9.36979969183359,10.009244992295839,11.006163328197227,12.912172573189522,20.189522342064716,0.0
83.0,7903.0,10,1,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Астрал: Новое измерение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,13000000.0,10,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Аферисты поневоле,2.0,2.0,2.0,0.0,2.0,23.0,12.0,10.0,12.0
100.0,2907225.0,10,1,2,3,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Аэронавты,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
99.0,282276.0,10,1,1,3,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,БЫК,31.0,33.0,43.0,38.0,24.0,55.0,35.0,34.0,38.0
87.0,7105760.0,10,1,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Бабушка лёгкого поведения 2,1.0,1.0,2.0,4.0,4.0,8.0,33.0,68.0,100.0
101.0,25000000.0,10,1,1,3,1,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Багровая мята,5.0,5.0,3.0,6.0,3.0,7.0,8.0,5.0,20.0
151.0,3571965.0,10,1,3,3,1,1,3,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Балканский рубеж,1.0,1.0,2.0,4.0,10.0,12.0,24.0,66.0,100.0
114.0,135000000.0,10,1,1,3,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Бамблби,5.0,4.0,5.0,7.0,8.0,10.0,15.0,20.0,71.0
140.0,36000000.0,10,1,3,3,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Бахубали: Рождение легенды,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,29149906.789308175,10,1,1,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Бегство рогатых викингов или пять дней из джизни Джонни Воробьёва,8.523882896764253,8.563944530046225,9.11402157164869,9.36979969183359,10.009244992295839,11.006163328197227,12.912172573189522,20.189522342064716,0.0
143.0,62000000.0,10,1,2,3,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Бегущий в лабиринте: Лекарство от смерти,2.0,1.0,3.0,5.0,2.0,11.0,11.0,17.0,74.0
97.0,1671700.0,10,1,1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Без меня,21.0,17.0,16.0,16.0,17.0,15.0,22.0,19.0,18.0
104.0,11265443.0,10,1,3,3,1,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Белль и Себастьян,8.523882896764253,8.563944530046225,9.11402157164869,9.36979969183359,10.009244992295839,11.006163328197227,12.912172573189522,20.189522342064716,6.0
97.0,202613.0,10,1,3,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Белль и Себастьян: Приключения продолжаются,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,15632063.0,10,1,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Белль и Себастьян: друзья навек,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111.0,29000000.0,10,1,3,3,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Белый парень Рик,0.0,2.0,5.0,5.0,2.0,6.0,2.0,0.0,0.0
100.0,125569.0,10,1,3,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Бельканто,10.0,5.0,17.0,15.0,17.0,12.0,15.0,15.0,17.0
120.0,249347.0,10,3,3,3,1,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Берлин, я люблю тебя",0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
85.0,566386.0,10,1,3,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Битва,12.0,10.0,12.0,11.0,11.0,11.0,11.0,13.0,15.0
109.0,29149906.789308175,10,1,2,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Битва за Землю,4.0,1.0,5.0,5.0,0.0,2.0,10.0,11.0,21.0
