title,release_date_uais,magic_number,profit_uais,type_uais,age_restriction
Гора самоцветов. Выпуск 1.,,214010211.0,3170.0,Видео,Для любой зрительской аудитории
Гора самоцветов. Выпуск 2.,,214010611.0,6126.0,Видео,Для любой зрительской аудитории
Проклятая,,211030311.0,3080.0,Видео,"Зрителям, достигшим 16 лет"
Рожденные на воле 3D,,122001011.0,67900.0,Кино,«0+» для любой зрительской аудитории
Гора самоцветов. Избранное,,214013411.0,4000.0,Видео,Для любой зрительской аудитории
Ронал - Варвар.,,224020211.0,380.0,Видео,"Зрителям, достигшим 16 лет"
Беременный,,111005411.0,1365.0,Кино,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
Развод Надера и Симин,,121021911.0,1200.0,Кино,"Зрителям, достигшим 14 лет"
Самоубийцы,,111009011.0,5000.0,Кино,"Зрителям, достигшим 14 лет"
"Сборник лучших фильмов Четвертого Всероссийского фестиваля авторского короткометражного кино ""Арткино"". ДИСК 3",,211041211.0,2700.0,Видео,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
"Сборник лучших фильмов Четвертого Всероссийского фестиваля авторского короткометражного кино ""Арткино"". ДИСК 4 (Забери меня отсюда. Оська-Святой. Как я поступил со смертью. Путина. Гурбан)",,211041311.0,2100.0,Видео,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
Мой парень - Ангел,,111009111.0,5695.0,Кино,"Зрителям, достигшим 14 лет"
Ночь страха,,121015211.0,500.0,Кино,"Зрителям, достигшим 16 лет"
Монстр в Париже 3D,,124002411.0,1040.0,Кино,Для любой зрительской аудитории
Пять невест.,,111005711.0,7300.0,Кино,"Зрителям, достигшим 14 лет"
Кунг-фу кролик 3D,,124001411.0,2190.0,Кино,Для любой зрительской аудитории
Бабло,,111006311.0,225.0,Кино,"Зрителям, достигшим 16 лет"
Зверюшки-Добрюшки - 2,,214010911.0,250.0,Видео,Для любой зрительской аудитории
Крепость.,,211034911.0,1600.0,Видео,"Зрителям, достигшим 14 лет"
Полночь в Париже,,121017111.0,57050.0,Кино,"Зрителям, достигшим 14 лет"
Гора самоцветов. Выпуск 5,,214012311.0,7412.0,Видео,Для любой зрительской аудитории
На Байкал,,111006711.0,4635.0,Кино,"Зрителям, достигшим 16 лет"
"Фиксики (серия ""Степлер"")",,214011611.0,9530.0,Видео,Для любой зрительской аудитории
Морская бригада,,124001711.0,58890.0,Кино,Для любой зрительской аудитории
Ангел _,,111007111.0,6711.0,Кино,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
"Здрасьте, приехали!",,111009511.0,10898.0,Кино,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
Три метра над уровнем неба. Я тебя хочу,,121014312.0,1600.0,Кино,"Зрителям, достигшим 16 лет"
Я тоже хочу,,211044212.0,5000.0,Видео,«18+» запрещено для детей
Третий лишний _,,121016012.0,180.0,Кино,«16+» для детей старше 16 лет
Хранители снов 3D,,124003212.0,12354.0,Кино,«0+» для любой зрительской аудитории
От винта!,,114000212.0,1740.0,Кино,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
Апартаменты 1303 3D,,121029612.0,360.0,Кино,«16+» для детей старше 16 лет
Отважная Лифи,,124000512.0,200.0,Кино,«0+» для любой зрительской аудитории
Охотники на ведьм 3D,,121030712.0,1500.0,Кино,«18+» запрещено для детей
Папа - досвидос,,221035012.0,200.0,Кино,"Зрителям, достигшим 16 лет"
Полет навигатора,,221044912.0,1000.0,Видео,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
Доспехи Бога 3: Миссия Зодиак / Доспехи Бога 3: Миссия Зодиак. Режиссерская версия,,121031412.0,6730.0,Кино,«6+» для детей старше шести лет
Гармонии Веркмейстера /По роману Ласло Краснахоркаи/,,221045812.0,2500.0,Видео,"Зрителям, достигшим 16 лет"
Золушка: Полный вперед!,,124001612.0,7355.0,Кино,«12+» для детей старше 12 лет
Двигай время!,,124001312.0,850.0,Кино,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
Похождения бравого солдата Швейка,,114000112.0,2680.0,Кино,"Зрителям, достигшим 14 лет"
Последний бал,,212024512.0,1400.0,Видео,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
Ледниковый период 4: Континентальный дрейф,,124001412.0,609274.0,Кино,Для любой зрительской аудитории
Приключения в Синячихе,,211048512.0,1640.0,Видео,«6+» для детей старше шести лет
Догнать ушедший поезд,,211048612.0,9605.0,Видео,«6+» для детей старше шести лет
Частное пионерское,,111006912.0,140250.0,Кино,«6+» для детей старше шести лет
Посмотри им в глаза,,213011612.0,40.0,Видео,«16+» для детей старше 16 лет
Бригада. Наследник,,111005812.0,650.0,Кино,«16+» для детей старше 16 лет
Русь еще жива...,,212046612.0,3500.0,Видео,«6+» для детей старше шести лет
Чрезвычайные приключения Зины и Кеши,,214006812.0,8625.0,Видео,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
Шаг вперед 4,,121016712.0,1200.0,Кино,«12+» для детей старше 12 лет
Король Лев.,,124000412.0,5560.0,Кино,Для любой зрительской аудитории
Матч,,111002212.0,10470.0,Кино,"Зрителям, достигшим 14 лет"
Средь бела дня,,121020012.0,1045.0,Кино,"Зрителям, достигшим 16 лет"
Последний риф 3D,,122001412.0,62200.0,Кино,Для любой зрительской аудитории
Джунгли зовут! В поисках Марсупилами,,121016212.0,2410.0,Кино,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
Неудержимые 2,,121018412.0,1385.0,Кино,«18+» запрещено для детей
Замбезия,,124001712.0,46556.0,Кино,Для любой зрительской аудитории
Голодные игры,,121005712.0,760.0,Кино,"Зрителям, достигшим 14 лет"
Деточки,,211031312.0,360.0,Видео,«18+» запрещено для детей
Морской бой.,,121007712.0,780.0,Кино,«12+» для детей старше 12 лет
ВЕЗУХА ! (4),,214008712.0,13880.0,Видео,Для любой зрительской аудитории
Мужчина с гарантией (4 этажа любви),,211032012.0,3975.0,Видео,"Зрителям, достигшим 14 лет"
Возвращение Буратино 3D,,114000312.0,17715.0,Кино,«0+» для любой зрительской аудитории
"Машины сказки. Серия ""Морозко"".",,214002412.0,430.0,Видео,Для любой зрительской аудитории
Мстители_,,121009312.0,750.0,Кино,"Зрителям, достигшим 14 лет"
"Право на ""лево""",,121009112.0,17020.0,Кино,"Зрителям, достигшим 16 лет"
Запах вереска,,111003012.0,,Кино,"Зрителям, достигшим 14 лет"
Чистая победа,,211034212.0,11110.0,Видео,"Зрителям, достигшим 14 лет"
Ральф,,124003012.0,350.0,Кино,«6+» для детей старше шести лет
"Балет ""Щелкунчик""",,217023612.0,117912.0,Видео,«6+» для детей старше шести лет
В тумане /По одноименной повести Василя Быкова/,,121027712.0,,Кино,«12+» для детей старше 12 лет
Белоснежка и охотник,,121013012.0,470427.0,Кино,«12+» для детей старше 12 лет
Белка и Стрелка: Озорная семейка (13 - 22 серии),,214005912.0,1400.0,Видео,Для любой зрительской аудитории
Болт и Блип спешат на помощь,,124003112.0,20996.0,Кино,«0+» для любой зрительской аудитории
Любовь в СССР,,211041812.0,4905.0,Видео,«16+» для детей старше 16 лет
Фабрика грез.,,212036612.0,300.0,Видео,«12+» для детей старше 12 лет
Петля времени,,121022712.0,6655.0,Кино,«18+» запрещено для детей
Похождения бравого солдата Швейка (короткая версия),,211037612.0,3360.0,Видео,«16+» для детей старше 16 лет
Джунгли .,,111005612.0,3475.0,Кино,«6+» для детей старше шести лет
Письмо для Момо,,124002912.0,,Кино,«12+» для детей старше 12 лет
Летние войны,,124002812.0,,Кино,«12+» для детей старше 12 лет
Первоклашки,,111005412.0,27995.0,Кино,«0+» для любой зрительской аудитории
Следующая остановка... Луна,,212036812.0,18300.0,Видео,«6+» для детей старше шести лет
Римские приключения,,121015212.0,32493.0,Кино,"Зрителям, достигшим 16 лет"
Запретная зона.,,121012712.0,74100.0,Кино,"Зрителям, достигшим 18 лет"
Сталинград_,,212038012.0,380.0,Видео,«12+» для детей старше 12 лет
Со склонов Кокурико,,224024312.0,100.0,Видео,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
1812: Уланская баллада,,111004812.0,4960.0,Кино,«12+» для детей старше 12 лет
Дублер .,,211044612.0,2797.0,Видео,«16+» для детей старше 16 лет
Я буду рядом.,,111004912.0,12240.0,Кино,«16+» для детей старше 16 лет
Самый страшный фильм 3D,,121025312.0,3240.0,Кино,«16+» для детей старше 16 лет
Три богатыря на дальних берегах,,114000512.0,31498.0,Кино,«0+» для любой зрительской аудитории
Ночь в супермаркете,,124001212.0,620.0,Кино,Для любой зрительской аудитории
Долгая счастливая жизнь.,,111005212.0,11955.0,Кино,«16+» для детей старше 16 лет
Билет на Вегас,,111006612.0,2820.0,Кино,«16+» для детей старше 16 лет
Марафон,,111006712.0,,Кино,«16+» для детей старше 16 лет
Жизнь Пи /По произведению Янна Мартела/,,121029812.0,3750.0,Кино,«6+» для детей старше шести лет
Непотерянное поколение?,,213011512.0,3190.0,Видео,«16+» для детей старше 16 лет
Параллельные миры,,121019912.0,54265.0,Кино,"Зрителям, достигшим 14 лет"
Синистер,,121025612.0,27780.0,Кино,«18+» запрещено для детей
Корпорация монстров.,,124004112.0,2050.0,Кино,«6+» для детей старше шести лет
Енмеш,,211017912.0,,Видео,Для любой зрительской аудитории
Соловей-разбойник,,111004212.0,600.0,Кино,«16+» для детей старше 16 лет
"Тайна Сухаревой башни-3 (серия ""Охота на тень)",,214009312.0,2660.0,Видео,«0+» для любой зрительской аудитории
Русалка .,,211039912.0,2460.0,Видео,«12+» для детей старше 12 лет
"Фиксики (серия ""Копилка"")",,214016012.0,8040.0,Видео,«0+» для любой зрительской аудитории
"Фиксики (серия ""Микрофон"")",,214015912.0,6800.0,Видео,«0+» для любой зрительской аудитории
Марко Макако,,124003812.0,18420.0,Кино,«0+» для любой зрительской аудитории
Азбука смерти,,121031012.0,450.0,Кино,«18+» запрещено для детей
Тяжелее воздуха,,212015912.0,,Видео,Для любой зрительской аудитории
Патруль.,,121021612.0,260.0,Кино,«18+» запрещено для детей
Любовь с акцентом,,211035212.0,6750.0,Видео,«16+» для детей старше 16 лет
Цунами 3D,,121022912.0,1010.0,Кино,«18+» запрещено для детей
Мой парень - псих! История оптимиста,,121028512.0,225.0,Кино,«16+» для детей старше 16 лет
1+1,,121009812.0,1600.0,Кино,"Зрителям, достигшим 14 лет"
"Я, Алекс Кросс /По книге Джеймса Паттерсона/",,121023712.0,1190.0,Кино,«16+» для детей старше 16 лет
"Корпорация ""Святые моторы""",,121023912.0,41510.0,Кино,«18+» запрещено для детей
Астерикс и Обеликс в Британии 3D,,121025012.0,80.0,Кино,«6+» для детей старше шести лет
Снежная Королева,,114000412.0,78270.0,Кино,«0+» для любой зрительской аудитории
Ненастоящая девочка,,214017312.0,4050.0,Видео,«0+» для любой зрительской аудитории
"ПЕТУШОК и КОШЕЧКА (анимационный проект ""Гора самоцветов"")",,214016812.0,12780.0,Видео,«0+» для любой зрительской аудитории
"Фиксики (серия ""Волшебная палочка"")",,214003712.0,11575.0,Видео,Для любой зрительской аудитории
Темный рыцарь: Возрождение легенды,,121017412.0,540.0,Кино,"Зрителям, достигшим 14 лет"
Отец солдата (колоризированная версия),,211016912.0,300.0,Видео,Для любой зрительской аудитории
Берсерк: Золотой век. Фильм I: бехерит Властителя,,124001012.0,24000.0,Кино,"Зрителям, достигшим 16 лет"
КЛУШИ,,211020412.0,260.0,Видео,"Зрителям, достигшим 14 лет"
Пушистые против зубастых 3D,,124002512.0,9880.0,Кино,«6+» для детей старше шести лет
Аэротачки,,224013814.0,1230.0,Кино,«0+» для любой зрительской аудитории
Аэротачки,,124002412.0,9530.0,Кино,«0+» для любой зрительской аудитории
Золото_,,111001912.0,14438.0,Кино,"Зрителям, достигшим 14 лет"
Арктика 3D,,126003016.0,45300.0,Кино,«0+» для любой зрительской аудитории
Арктика 3D,,126003112.0,46700.0,Кино,«0+» для любой зрительской аудитории
ШПИОН,,111009411.0,5405.0,Кино,"Зрителям, достигшим 14 лет"
Том Сойер /По мотивам произведений М.Твена/,,121010912.0,17680.0,Кино,Для любой зрительской аудитории
Шеф.,,121011512.0,415.0,Видео,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
Храбрая сердцем,,124001512.0,400.0,Кино,«6+» для детей старше шести лет
Верзила,,221074712.0,480.0,Видео,«16+» для детей старше 16 лет
Дом в конце улицы,,121025712.0,775.0,Кино,«16+» для детей старше 16 лет
Завтрак в постель,,221026412.0,750.0,Видео,«16+» для детей старше 16 лет
Няньки_,,111002412.0,11400.0,Кино,"Зрителям, достигшим 14 лет"
Большая Ржака,,111003512.0,87795.0,Кино,"Зрителям, достигшим 16 лет"
Фанатки на завтрак не остаются,,221020112.0,32550.0,Видео,"Зрителям, достигшим 16 лет"
Тарбозавр 3D,,124000912.0,6900.0,Кино,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
Аленький цветочек_,,214007112.0,1370.0,Видео,Для любой зрительской аудитории
Топ Кэт,,124003312.0,1100.0,Кино,«6+» для детей старше шести лет
"Джентльмены, удачи!",,111005912.0,6220.0,Кино,«6+» для детей старше шести лет
Вождь Разнокожих,,111002512.0,1070.0,Кино,"Зрителям, достигшим 14 лет"
"Фиксики (серия ""Лупа"")",,214007712.0,14440.0,Видео,Для любой зрительской аудитории
Тэд и Затерянный город 3D,,124003712.0,9290.0,Кино,«0+» для любой зрительской аудитории
Ворон-,,121009612.0,1600.0,Кино,"Зрителям, достигшим 16 лет"
Прометей.,,121011412.0,235.0,Кино,"Зрителям, достигшим 16 лет"
"С Новым Годом, Мамы",,211044712.0,11095.0,Видео,«6+» для детей старше шести лет
"Хоббит: Нежданное путешествие /По произведению Джона Рональда Руэла Толкина ""Хоббит, или Туда и обратно""/",,121030112.0,490.0,Кино,«6+» для детей старше шести лет
Нико 2,,124003912.0,1050.0,Кино,«0+» для любой зрительской аудитории
МУВИ 43 / MOVIE 43,,121030212.0,7440.0,Кино,«18+» запрещено для детей
"Легенды кино: Бастер Китон. Том 1 (Паровоз Генерал, Кинооператор, Навигатор, На запад)",,221017812.0,150.0,Видео,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
Черный дрозд,,121028812.0,785.0,Кино,«16+» для детей старше 16 лет
Бункер_,,121028012.0,15960.0,Кино,«16+» для детей старше 16 лет
Мы астрономы,,226020912.0,10025860.0,Видео,«0+» для любой зрительской аудитории
Василий Буслаев,,211045608.0,6255.0,Видео,Для любой зрительской аудитории
Эмили Жоли,,124000812.0,240.0,Кино,Для любой зрительской аудитории
"Гаэтано Доницетти. Анна Болейн /По пьесам Ипполито Пондемонто ""Генрих VIII, или Анна Болейн"" и Алессандро Пеполи ""Анна Болейн""/. Постановка Wiener Staatsoper",,126001512.0,16330.0,Кино,Для любой зрительской аудитории
КОКОКО,,111003112.0,200.0,Кино,"Зрителям, достигшим 18 лет"
Холостячки,,121021312.0,250.0,Кино,«18+» запрещено для детей
Кровавый Санта,,121027012.0,120.0,Кино,«16+» для детей старше 16 лет
Мадагаскар 3,,124001112.0,3590.0,Кино,«0+» для любой зрительской аудитории
Осенние колокола,,211047008.0,2665.0,Видео,Для любой зрительской аудитории
В доме,,121021912.0,1110.0,Кино,«16+» для детей старше 16 лет
Дочь,,111004712.0,85153.0,Кино,«16+» для детей старше 16 лет
21 и больше,,121004113.0,865.0,Кино,«16+» для детей старше 16 лет
Облачно...2: Месть ГМО,,124003313.0,600.0,Кино,«0+» для любой зрительской аудитории
Как поймать перо Жар-Птицы,,114000513.0,96846.0,Кино,«0+» для любой зрительской аудитории
"Курьер из ""Рая""",,111009313.0,750.0,Кино,«12+» для детей старше 12 лет
Поддубный,,111007112.0,23230.0,Кино,«6+» для детей старше шести лет
"Белка и Стрелка: Озорная семейка (Второй сезон, 9 - 11 серии)",,214022613.0,2350.0,Видео,«0+» для любой зрительской аудитории
Стартрек: Возмездие,,121011213.0,12930.0,Кино,«12+» для детей старше 12 лет
Во время пути,Tue Aug 09 2016 00:00:00 GMT+0300 (MSK),212011613.0,438253.5,Видео,«12+» для детей старше 12 лет
Гладиаторы Рима,,124004012.0,159176.0,Кино,«0+» для любой зрительской аудитории
Хозяйка залива Счастья,,212031013.0,1620.0,Видео,«12+» для детей старше 12 лет
Наемный убийца.,,121023113.0,2520.0,Видео,«16+» для детей старше 16 лет
12 месяцев,,111003613.0,10745.0,Кино,«12+» для детей старше 12 лет
На крыльях .,,211030113.0,16125.0,Видео,«12+» для детей старше 12 лет
"Анжелика, маркиза ангелов",,121031913.0,,Кино,«16+» для детей старше 16 лет
Голодные игры: И вспыхнет пламя,,121027613.0,2015.0,Кино,«12+» для детей старше 12 лет
Привычка расставаться,,211029413.0,650.0,Кино,«16+» для детей старше 16 лет
"Детский юмористический киножурнал ""Ералаш"", выпуски 264 - 269",,111001613.0,3545.0,Кино,«6+» для детей старше шести лет
Судная ночь,,121012613.0,1360.0,Кино,«18+» запрещено для детей
Совсем не простая история,,111001913.0,10534.0,Кино,«16+» для детей старше 16 лет
Ypyн кyн /Белый день/,,211038413.0,4900.0,Видео,«16+» для детей старше 16 лет
Спасти Санту,,124003513.0,4715.0,Кино,«6+» для детей старше шести лет
Последний рубеж._,,221033514.0,520.0,Кино,«16+» для детей старше 16 лет
Джастин и рыцари доблести,,124003213.0,47583.0,Кино,«0+» для любой зрительской аудитории
Семейка вампиров,,121026713.0,5605.0,Кино,«6+» для детей старше шести лет
О чем молчат девушки,,111000613.0,4827.0,Кино,«12+» для детей старше 12 лет
7 главных желаний,,111009113.0,6380.0,Кино,«12+» для детей старше 12 лет
Университет монстров,,224002014.0,2600.0,Видео,«6+» для детей старше шести лет
Темный мир. Равновесие,,111004813.0,650.0,Кино,«16+» для детей старше 16 лет
Великая красота,Thu Oct 10 2013 00:00:00 GMT+0300 (MSK),121025513.0,1826438.0,Кино,«18+» запрещено для детей
"Маша и Медведь. Серия ""Витамин роста""",,214006613.0,330.0,Видео,«0+» для любой зрительской аудитории
Воображариум,,121013713.0,260.0,Кино,«12+» для детей старше 12 лет
Опасные пристрастия,,212017513.0,2100.0,Видео,«16+» для детей старше 16 лет
Последнее слово,,212017613.0,5000.0,Видео,«16+» для детей старше 16 лет
Утомленные солнцем,,1103394.0,1200.0,Кино,"Зрителям, достигшим 14 лет"
Три звезды,,211020413.0,2100.0,Видео,«16+» для детей старше 16 лет
Джек - покоритель великанов,,121003813.0,190.0,Кино,«12+» для детей старше 12 лет
"Детский юмористический киножурнал ""Ералаш"", выпуски 270 - 275",,111008613.0,3580.0,Кино,«0+» для любой зрительской аудитории
Игра Эндера /По роману Орсона Скотта Карда/,,121025213.0,1100.0,Кино,«12+» для детей старше 12 лет
Дар _,,111005413.0,4720.0,Кино,«6+» для детей старше шести лет
Индюки: Назад в будущее 3D,,124003413.0,4970.0,Кино,«0+» для любой зрительской аудитории
На крыльях,,211018813.0,2300.0,Видео,«12+» для детей старше 12 лет
Булаг. Святой Источник,,211018713.0,33600.0,Видео,«18+» запрещено для детей
Пена дней /По одноименному роману Бориса Виана/,,121014813.0,3900.0,Кино,«12+» для детей старше 12 лет
Железяки,,124002113.0,150.0,Кино,«6+» для детей старше шести лет
Зеркала.,,111002413.0,3300.0,Кино,«16+» для детей старше 16 лет
Зажигание.,,121016113.0,960.0,Кино,«16+» для детей старше 16 лет
Милая Фрэнсис,,121017413.0,11050.0,Кино,«16+» для детей старше 16 лет
Молода и прекрасна,,121019113.0,1600.0,Кино,«18+» запрещено для детей
Самолеты,,124002413.0,1950.0,Кино,«0+» для любой зрительской аудитории
Очень голодные игры,,121027513.0,6615.0,Кино,«16+» для детей старше 16 лет
По признакам совместимости,,121028013.0,1240.0,Кино,«16+» для детей старше 16 лет
Тайна Егора,,211005413.0,78995.0,Видео,«6+» для детей старше шести лет
Реальные парни,,121000913.0,33360.0,Кино,«16+» для детей старше 16 лет
Ванька-встанька,,1116890.0,12000.0,Кино,«12+» для детей старше 12 лет
Кекс в большом городе,,221031413.0,,Видео,«12+» для детей старше 12 лет
Lego Звездные войны: Империя наносит удар,,224003613.0,260.0,Видео,«6+» для детей старше шести лет
Легенды кино: Рита Хэйворт / Джин Артур (С собой не унесешь; Мистер Дидс переезжает в город; Ты никогда не будешь богаче; Ангелы над Бродвеем),,221037412.0,600.0,Видео,Детям до 12 лет просмотр фильма разрешен в сопровождении родителей
Назад в будущее.,,121016313.0,1800.0,Кино,«6+» для детей старше шести лет
Меня это не касается.,,211022313.0,10520.0,Видео,«16+» для детей старше 16 лет
Суворов_,,211022613.0,1350.0,Видео,Для любой зрительской аудитории
Монстры на острове,,124002515.0,120.0,Кино,«0+» для любой зрительской аудитории
Монстры на острове,,124000413.0,3780.0,Кино,«0+» для любой зрительской аудитории
Тебе конец,,121019413.0,240.0,Кино,«18+» запрещено для детей
Холодное сердце.          Конь-огонь,,124004013.0,11700.0,Кино,«0+» для любой зрительской аудитории
Стукач .,,121001713.0,120.0,Кино,«12+» для детей старше 12 лет
Влюбленный скорпион /По роману Карлоса Бардема/,,121021713.0,830.0,Кино,«16+» для детей старше 16 лет
"Фиксики (серия ""Говорящая кукла"")",,214022113.0,6390.0,Видео,«0+» для любой зрительской аудитории
Семейка Крудс,,124000513.0,11435.0,Кино,«0+» для любой зрительской аудитории
Неуловимые,,121005513.0,340.0,Кино,«16+» для детей старше 16 лет
Робинзон Крузо: Предводитель пиратов,,124002613.0,2310.0,Кино,«0+» для любой зрительской аудитории
Ромео и Джульетта /По мотивам пьесы У.Шекспира/,,121016913.0,600.0,Кино,«12+» для детей старше 12 лет
"Пиноккио /По мотивам сказки Карло Коллоди ""Приключения Пиноккио""/",,124002513.0,150.0,Кино,«0+» для любой зрительской аудитории
Это твой день,,111009813.0,37985.0,Кино,«0+» для любой зрительской аудитории
28 спален,,121005913.0,1950.0,Кино,«18+» запрещено для детей
ПЕЛЬМЕНИ,,111001013.0,860.0,Кино,«18+» запрещено для детей
Мёбиус,,121007313.0,360.0,Кино,«16+» для детей старше 16 лет
Лимб,,121011316.0,19450.0,Кино,«16+» для детей старше 16 лет
Лимб,,121023513.0,2820.0,Кино,«16+» для детей старше 16 лет
Игра в правду,,111002713.0,16610.0,Кино,«18+» запрещено для детей
Невероятная жизнь Уолтера Митти /По рассказу Джеймса Тербера/,,121031613.0,600.0,Кино,«12+» для детей старше 12 лет
... и я там был,,111010013.0,73180.0,Кино,«6+» для детей старше шести лет
Падение Олимпа,,121007413.0,2455.0,Кино,«16+» для детей старше 16 лет
Легенда № 17,,111007012.0,33290.0,Кино,«6+» для детей старше шести лет
 6 кадров (серии 113 - 172),,211010813.0,8500.0,Видео,«16+» для детей старше 16 лет
Паисий Святогорец. Фильм третий. Фильм четвертый,,213001613.0,6600.0,Видео,«6+» для детей старше шести лет
"МЭРГЭН (анимационный проект ""Гора самоцветов"")",,214006813.0,28240.0,Видео,«0+» для любой зрительской аудитории
Рэд 2,,121018013.0,200.0,Кино,«12+» для детей старше 12 лет
Турецкий для начинающих,,121021913.0,540.0,Кино,«16+» для детей старше 16 лет
Белка и Стрелка. Лунные приключения,,114000613.0,83448.0,Кино,«0+» для любой зрительской аудитории
ВИЙ 3D,,111010113.0,110779.0,Кино,«12+» для детей старше 12 лет
Секреты манипуляции. Алкоголь,,217024413.0,,Видео,«12+» для детей старше 12 лет
ВСЕ И СРАЗУ,,111014213.0,9450.0,Кино,«16+» для детей старше 16 лет
КОСУХИ,Fri Sep 04 2015 00:00:00 GMT+0300 (MSK),111014113.0,1320.0,Видео,«18+» запрещено для детей
Друзья друзей,,111014513.0,27780.0,Кино,«16+» для детей старше 16 лет
"КОЛОБОК (анимационный проект ""Гора самоцветов"")",,214006713.0,45630.0,Видео,«0+» для любой зрительской аудитории
Сталинград .,,111004313.0,2100.0,Кино,«12+» для детей старше 12 лет
Околофутбола,,111004113.0,5955.0,Кино,«16+» для детей старше 16 лет
Иван Царевич и Серый Волк 2,,111014613.0,827180.0,Кино,«0+» для любой зрительской аудитории
Труба.,,212025913.0,,Видео,«16+» для детей старше 16 лет
Собачий рай,,111002513.0,4110.0,Кино,«12+» для детей старше 12 лет
Трудно быть богом.,,111003713.0,1000.0,Кино,«18+» запрещено для детей
Жасмин,,121022813.0,3500.0,Кино,«12+» для детей старше 12 лет
Weekend  (Уик-энд),,111014713.0,7755.0,Кино,«18+» запрещено для детей
Печать царя Соломона,,114000213.0,11560.0,Кино,«6+» для детей старше шести лет
Гагарин. Первый в космосе,,111001313.0,31805.0,Кино,«6+» для детей старше шести лет
Жизнь.,,121018112.0,1680.0,Кино,Для любой зрительской аудитории
Барака,,226014613.0,72350.0,Видео,«12+» для детей старше 12 лет
Волшебный лес.,,124003013.0,4570.0,Кино,«0+» для любой зрительской аудитории
Любовь в большом городе-3,,111009913.0,600.0,Кино,«12+» для детей старше 12 лет
Охота .,,121003913.0,23160.0,Кино,«16+» для детей старше 16 лет
Экзамен для двоих /По роману Джин Ханфф Корелитц/,,121014613.0,,Кино,«12+» для детей старше 12 лет
Сарила: Затерянная земля (3D),,124002313.0,6160.0,Кино,«0+» для любой зрительской аудитории
"""Уорнер Бразерс Пикчерз"" и ""Леджендари Пикчерз"": Тихоокеанский рубеж",,121016513.0,400.0,Кино,«12+» для детей старше 12 лет
Географ глобус пропил,,111002613.0,11680.0,Кино,«16+» для детей старше 16 лет
Лучшие дни впереди,,121023413.0,100.0,Кино,«16+» для детей старше 16 лет
Паисий Святогорец. Фильм первый. Фильм второй.,,217005713.0,7800.0,Видео,«6+» для детей старше шести лет
ВОСЬМЕРКА,,111002813.0,22480.0,Кино,«12+» для детей старше 12 лет
Всё включено 2,,111004513.0,24510.0,Кино,«12+» для детей старше 12 лет
Лютый,,211037713.0,900.0,Видео,«12+» для детей старше 12 лет
Волга-Волга.,,211009513.0,490.0,Видео,«0+» для любой зрительской аудитории
Элитное общество,,121017213.0,2000.0,Кино,«18+» запрещено для детей
Забава.,,211023213.0,13565.0,Видео,«18+» запрещено для детей
Мерзлая земля,,121019013.0,1580.0,Кино,«16+» для детей старше 16 лет
Полярный рейс,,131000813.0,200.0,Кино,«12+» для детей старше 12 лет
Кон-Тики,,121006213.0,13610.0,Кино,«6+» для детей старше шести лет
"""Новый Афон""",,213002113.0,100.0,Видео,«12+» для детей старше 12 лет
Турбо,,124002213.0,1540.0,Кино,«0+» для любой зрительской аудитории
"ПО КОЛЕНО НОГИ В ЗОТОТЕ, ПО ЛОКОТЬ РУКИ В СЕРЕБРЕ (анимационный проект ""Гора самоцветов"")",,214007013.0,200.0,Видео,«0+» для любой зрительской аудитории
"Хоббит: Нежданное путешествие /По произведению Толкина ""Хоббит, или Туда и обратно""/",,221010513.0,250.0,Видео,«6+» для детей старше шести лет
Железный человек 3,,121010813.0,1900.0,Кино,«12+» для детей старше 12 лет
Девушка и смерть,,121010113.0,4400.0,Кино,«16+» для детей старше 16 лет
Приключения Маши в Стране чудес,,124000813.0,13225.0,Кино,«0+» для любой зрительской аудитории
"Фиксики (серия ""Лом"")",,214011613.0,14810.0,Видео,Для любой зрительской аудитории
Невероятные приключения кота,,124002713.0,3450.0,Кино,«0+» для любой зрительской аудитории
Приключения мышонка,,124002813.0,177120.0,Кино,«0+» для любой зрительской аудитории
Малавита,,121021113.0,940.0,Кино,«16+» для детей старше 16 лет
Страсти Дон Жуана,,121021213.0,720.0,Кино,«18+» запрещено для детей
Грязь /По роману Ирвина Уэлша/,,121026913.0,5250.0,Кино,«18+» запрещено для детей
Самсара,,126000613.0,107750.0,Кино,«12+» для детей старше 12 лет
"Быстрее, чем кролики",,111014413.0,4960.0,Кино,«16+» для детей старше 16 лет
Астрал. Глава 2,,221039113.0,340.0,Кино,«16+» для детей старше 16 лет
Тарзан.,,124004113.0,45485.0,Кино,«6+» для детей старше шести лет
