Общий викенд,Викенд в месяце,Месяц,Даты,Дней в викенде,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,4,Декабрь,с 20 дек. 2018 по 23 дек. 2018,3,Среднее количество зрителей,54,25,26,17,22,27,13,23,18,10,17,15,18,10,18,42,11,20,6,22,,,,,,,
61,5,Декабрь,с 27 дек. 2018 по 30 дек. 2018,3,Фильм,Полицейский с рублевки. Новогодний беспредел,Ёлки Последние,Гринч,Три богатыря и наследница престола,Аквамен,Бамблби,Человек-паук: Через вселенные,Щелкунчик и четыре королевства,Т-34,Хроники хищных городов,Богемская рапсодия,Унесенные призраками,"Дом, который построил Джек",МУЛЬТ в кино. Выпуск № 87,Фантастические твари: Преступления Грин-де-Вальда,Петсон и Финдус. Лучшее на свете Рождество,Мертвец,Ральф против интернета,Воспитательница,Песнь моря,,,,,,,
61,5,Декабрь,с 27 дек. 2018 по 30 дек. 2018,3,Сборы,"235,443,759","179,765,292","101,929,324","81,773,238","69,855,026","32,203,676","28,623,592","19,293,284","15,244,059","4,104,419","3,176,236","3,087,201","2,788,715","1,054,553","771,216","460,363","440,450","401,797","315,565","236,050",,,,,,,
61,5,Декабрь,с 27 дек. 2018 по 30 дек. 2018,3,Зрители,"899,883","690,865","469,917","398,627","247,973","134,622","120,960","88,155","42,188","17,507","10,321","12,113","10,400","9,296","2,577","2,173",993,"1,762","1,202",473,,,,,,,
61,5,Декабрь,с 27 дек. 2018 по 30 дек. 2018,3,Сеансы,"28,668","29,040","16,453","26,735","10,328","8,291","4,702","3,341","2,337","1,293",622,551,478,"2,182",145,128,3,110,157,1,,,,,,,
61,5,Декабрь,с 27 дек. 2018 по 30 дек. 2018,3,Сборы за сеанс,"8,212","6,190","6,195","3,058","6,763","3,884","6,087","5,774","6,522","3,174","5,106","5,602","5,834",483,"5,318","3,596","146,816","3,652","2,009","236,050",,,,,,,
61,5,Декабрь,с 27 дек. 2018 по 30 дек. 2018,3,Среднее количество зрителей,31,23,28,14,24,16,25,26,18,13,16,21,21,4,17,16,331,16,7,473,,,,,,,
1,1,Январь,с 31 дек. 2018 по 08 янв. 2019,8,Фильм,Т-34,Полицейский с рублевки. Новогодний беспредел,Ёлки Последние,Гринч,Три богатыря и наследница престола,Аквамен,Мэри Поппинс возвращается,Снежная Королева: Зазеркалье,Бамблби,Щелкунчик и четыре королевства,Человек-паук: Через вселенные,Жил-был Дэдпул,Богемская рапсодия,Хроники хищных городов,"Дом, который построил Джек",Пирсинг,Унесенные призраками,МУЛЬТ в кино. Выпуск № 88,Фантастические твари: Преступления Грин-де-Вальда,МУЛЬТ в кино. Выпуск № 87,,,,,,,
1,1,Январь,с 31 дек. 2018 по 08 янв. 2019,8,Сборы,"1,363,277,730","759,254,832","474,154,758","445,941,291","427,558,869","239,676,279","170,239,935","158,820,187","86,569,826","64,374,653","62,065,405","36,947,487","21,244,823","7,322,215","6,354,945","6,342,481","6,157,021","5,100,767","3,315,775","3,148,112",,,,,,,
1,1,Январь,с 31 дек. 2018 по 08 янв. 2019,8,Зрители,"4,883,189","2,685,014","1,737,229","1,815,142","1,850,940","715,183","617,389","689,715","325,060","242,471","223,688","124,635","60,339","27,106","22,123","18,067","21,269","40,222","10,076","25,036",,,,,,,
1,1,Январь,с 31 дек. 2018 по 08 янв. 2019,8,Сеансы,"56,484","44,383","41,248","27,921","43,130","12,057","18,290","17,197","9,420","4,795","4,955","5,187","1,348",927,577,"1,357",766,"1,851",294,"2,070",,,,,,,
1,1,Январь,с 31 дек. 2018 по 08 янв. 2019,8,Сборы за сеанс,"24,135","17,106","11,495","15,971","9,913","19,878","9,307","9,235","9,190","13,425","12,525","7,123","15,760","7,898","11,013","4,673","8,037","2,755","11,278","1,520",,,,,,,
1,1,Январь,с 31 дек. 2018 по 08 янв. 2019,8,Среднее количество зрителей,86,60,42,65,42,59,33,40,34,50,45,24,44,29,38,13,27,21,34,12,,,,,,,
2,2,Январь,с 10 янв. 2019 по 13 янв. 2019,3,Фильм,Т-34,Полицейский с рублевки. Новогодний беспредел,Крид-2,Путь домой,Гринч,Начни сначала,Три богатыря и наследница престола,Аквамен,Мэри Поппинс возвращается,Ёлки Последние,Тёмное зеркало,Снежная Королева: Зазеркалье,1+1: Голливудская история,Человек-паук: Через вселенные,Бамблби,Снежные гонки,Богемская рапсодия,Жил-был Дэдпул,Химера,Черная полоса,,,,,,,
2,2,Январь,с 10 янв. 2019 по 13 янв. 2019,3,Сборы,"339,737,677","105,448,262","71,905,386","65,345,530","52,208,144","44,818,227","37,348,745","30,367,703","29,935,341","27,464,859","18,318,696","16,135,725","13,481,514","7,284,204","5,541,286","5,066,528","4,378,780","3,968,366","3,099,833","2,899,349",,,,,,,
2,2,Январь,с 10 янв. 2019 по 13 янв. 2019,3,Зрители,"1,335,043","396,312","253,502","262,553","237,846","147,768","186,255","92,923","120,548","110,967","68,128","83,176","42,545","27,867","22,396","25,374","13,499","15,833","10,904","8,219",,,,,,,
2,2,Январь,с 10 янв. 2019 по 13 янв. 2019,3,Сеансы,"24,425","11,624","11,898","9,824","7,574","7,091","9,699","2,645","7,172","7,540","3,705","5,026","2,883",710,"1,125","2,987",379,"1,741","1,347",650,,,,,,,
2,2,Январь,с 10 янв. 2019 по 13 янв. 2019,3,Сборы за сеанс,"13,909","9,071","6,043","6,651","6,893","6,320","3,850","11,481","4,173","3,642","4,944","3,210","4,676","10,259","4,925","1,696","11,553","2,279","2,301","4,460",,,,,,,
2,2,Январь,с 10 янв. 2019 по 13 янв. 2019,3,Среднее количество зрителей,54,34,21,26,31,20,19,35,16,14,18,16,14,39,19,8,35,9,8,12,,,,,,,
3,3,Январь,с 17 янв. 2019 по 20 янв. 2019,3,Фильм,Стекло,Т-34,Полицейский с рублевки. Новогодний беспредел,Астерикс и тайное зелье,Путь домой,Две королевы,Гринч,Крид-2,Начни сначала,Три богатыря и наследница престола,Аквамен,Мэри Поппинс возвращается,Пышка,Тёмное зеркало,Человек-паук: Через вселенные,Ёлки Последние,Снежная Королева: Зазеркалье,МУЛЬТ в кино. Выпуск № 89,Богемская рапсодия,1+1: Голливудская история,,,,,,,
3,3,Январь,с 17 янв. 2019 по 20 янв. 2019,3,Сборы,"316,730,311","178,479,030","45,994,181","37,820,382","35,393,264","28,332,711","22,109,609","21,596,833","18,580,736","12,753,164","10,934,515","8,849,216","6,652,310","4,913,631","4,009,147","3,845,959","3,639,851","3,603,983","2,981,572","2,763,536",,,,,,,
3,3,Январь,с 17 янв. 2019 по 20 янв. 2019,3,Зрители,"1,082,804","745,535","169,860","161,069","144,757","92,244","98,566","76,558","61,367","67,300","37,586","36,820","23,023","20,119","14,997","15,815","19,665","29,589","9,459","8,970",,,,,,,
3,3,Январь,с 17 янв. 2019 по 20 янв. 2019,3,Сеансы,"31,825","18,539","6,471","11,337","5,643","6,813","3,763","5,495","3,277","4,525","1,268","2,176","3,005","1,850",465,"1,168","1,307","1,814",283,913,,,,,,,
3,3,Январь,с 17 янв. 2019 по 20 янв. 2019,3,Сборы за сеанс,"9,952","9,627","7,107","3,336","6,272","4,158","5,875","3,930","5,670","2,818","8,623","4,066","2,213","2,656","8,621","3,292","2,784","1,986","10,535","3,026",,,,,,,
3,3,Январь,с 17 янв. 2019 по 20 янв. 2019,3,Среднее количество зрителей,34,40,26,14,25,13,26,13,18,14,29,16,7,10,32,13,15,16,33,9,,,,,,,
4,4,Январь,с 24 янв. 2019 по 27 янв. 2019,3,Фильм,Бабушка лёгкого поведения 2,Стекло,Т-34,Зеленая книга,Волки и Овцы: Ход Свиньей,Море соблазна,Спасти Ленинград,Астрал: Новое измерение,Холмс и Ватсон,Путь домой,Астерикс и тайное зелье,BEEF: РУССКИЙ ХИП-ХОП,Полицейский с рублевки. Новогодний беспредел,Две королевы,Аквамен,Гринч,Начни сначала,Крид-2,МУЛЬТ в кино. Выпуск № 89,Человек-паук: Через вселенные,,,,,,,
4,4,Январь,с 24 янв. 2019 по 27 янв. 2019,3,Сборы,"204,770,987","124,674,718","88,127,144","69,758,714","48,364,667","32,575,737","23,345,475","20,563,468","14,451,663","13,878,093","13,808,835","13,297,050","12,943,476","9,524,447","8,458,643","8,360,372","4,077,137","3,013,039","2,845,476","2,158,942",,,,,,,
4,4,Январь,с 24 янв. 2019 по 27 янв. 2019,3,Зрители,"790,228","442,707","366,503","208,674","218,533","105,591","90,864","75,658","50,919","58,556","64,370","47,650","48,939","33,334","25,121","37,467","15,326","12,160","23,817","8,181",,,,,,,
4,4,Январь,с 24 янв. 2019 по 27 янв. 2019,3,Сеансы,"27,078","19,084","11,317","4,426","14,215","6,264","2,281","3,599","7,290","2,041","5,429","2,275","2,536","2,766",926,"1,531",842,915,"2,103",268,,,,,,,
4,4,Январь,с 24 янв. 2019 по 27 янв. 2019,3,Сборы за сеанс,"7,562","6,532","7,787","15,761","3,402","5,200","10,234","5,713","1,982","6,799","2,543","5,844","5,103","3,443","9,134","5,460","4,842","3,292","1,353","8,055",,,,,,,
4,4,Январь,с 24 янв. 2019 по 27 янв. 2019,3,Среднее количество зрителей,29,23,32,47,15,16,39,21,6,28,11,20,19,12,27,24,18,13,11,30,,,,,,,
5,1,Февраль,с 31 янв. 2019 по 03 фев. 2019,3,Фильм,Бабушка лёгкого поведения 2,Зеленая книга,Спасти Ленинград,Стекло,Семья по-быстрому,Т-34,Рассвет,Волки и Овцы: Ход Свиньей,Фаворитка,Море соблазна,Мирай из будущего,Путь домой,Астрал: Новое измерение,Аквамен,Белый парень Рик,Гринч,Астерикс и тайное зелье,BEEF: РУССКИЙ ХИП-ХОП,Холмс и Ватсон,Приключения Аладдина,,,,,,,
5,1,Февраль,с 31 янв. 2019 по 03 фев. 2019,3,Сборы,"97,871,404","86,651,310","84,543,072","44,985,574","44,491,513","32,923,495","32,110,783","31,713,000","30,969,825","9,762,016","8,740,960","6,631,228","5,881,042","5,635,149","5,254,998","4,483,369","3,570,716","3,491,378","3,266,036","3,227,424",,,,,,,
5,1,Февраль,с 31 янв. 2019 по 03 фев. 2019,3,Зрители,"382,076","266,500","346,440","158,722","156,470","131,536","127,112","148,672","93,515","33,024","34,835","27,571","22,910","15,512","15,472","20,269","16,529","13,054","13,008","12,945",,,,,,,
5,1,Февраль,с 31 янв. 2019 по 03 фев. 2019,3,Сеансы,"16,626","5,592","24,899","7,828","8,391","5,499","14,987","9,099","4,426","2,715","2,554",895,"1,797",631,"1,775",859,"1,412","1,064","2,565","1,197",,,,,,,
5,1,Февраль,с 31 янв. 2019 по 03 фев. 2019,3,Сборы за сеанс,"5,886","15,495","3,395","5,746","5,302","5,987","2,142","3,485","6,997","3,595","3,422","7,409","3,272","8,930","2,960","5,219","2,528","3,281","1,273","2,696",,,,,,,
5,1,Февраль,с 31 янв. 2019 по 03 фев. 2019,3,Среднее количество зрителей,22,47,13,20,18,23,8,16,21,12,13,30,12,24,8,23,11,12,5,10,,,,,,,
6,2,Февраль,с 07 фев. 2019 по 10 фев. 2019,3,Фильм,ЛЕГО Фильм-2,Клаустрофобы,Как я стал русским,Зеленая книга,Алита: Боевой ангел,Бабушка лёгкого поведения 2,Спасти Ленинград,Снегоуборщик,Семья по-быстрому,Завод,Фаворитка,Ван Гог. На пороге вечности,Стекло,Волки и Овцы: Ход Свиньей,Т-34,Рассвет,Путь домой,Мирай из будущего,МУЛЬТ в кино. Выпуск № 90,Гринч,,,,,,,
6,2,Февраль,с 07 фев. 2019 по 10 фев. 2019,3,Сборы,"110,213,383","96,849,575","72,248,193","69,725,526","60,638,526","37,623,723","30,857,549","24,016,246","19,046,248","17,954,855","15,503,252","12,439,874","12,079,023","11,839,769","11,250,268","7,948,124","3,668,893","3,020,488","2,304,931","1,816,914",,,,,,,
6,2,Февраль,с 07 фев. 2019 по 10 фев. 2019,3,Зрители,"460,154","348,339","272,007","214,715","122,782","149,207","136,953","76,705","67,006","62,661","46,736","38,949","43,837","61,916","50,147","34,935","15,480","13,339","19,272","8,384",,,,,,,
6,2,Февраль,с 07 фев. 2019 по 10 фев. 2019,3,Сеансы,"22,419","13,193","17,326","4,983","2,187","6,916","11,568","5,541","4,094","4,650","2,222","1,734","2,198","3,959","2,517","5,839",578,"1,146","2,063",374,,,,,,,
6,2,Февраль,с 07 фев. 2019 по 10 фев. 2019,3,Сборы за сеанс,"4,916","7,340","4,169","13,992","27,726","5,440","2,667","4,334","4,652","3,861","6,977","7,174","5,495","2,990","4,469","1,361","6,347","2,635","1,117","4,858",,,,,,,
6,2,Февраль,с 07 фев. 2019 по 10 фев. 2019,3,Среднее количество зрителей,20,26,15,43,56,21,11,13,16,13,21,22,19,15,19,5,26,11,9,22,,,,,,,
7,3,Февраль,с 14 фев. 2019 по 17 фев. 2019,3,Фильм,Алита: Боевой ангел,Громкая связь,Семь ужинов,ЛЕГО Фильм-2,Клаустрофобы,Зеленая книга,Как я стал русским,Отрыв,Бабушка лёгкого поведения 2,Завод,Ван Гог. На пороге вечности,Фаворитка,Спасти Ленинград,Снегоуборщик,Тетрадь дружбы Нацумэ,МУЛЬТ в кино. Выпуск № 91,Капернаум,Пилигрим,Волки и Овцы: Ход Свиньей,Святая Агата,,,,,,,
7,3,Февраль,с 14 фев. 2019 по 17 фев. 2019,3,Сборы,"341,197,425","214,351,845","63,319,419","54,747,083","49,479,898","45,644,525","19,822,748","7,223,669","6,946,317","6,608,734","6,297,856","5,668,331","5,190,749","5,146,728","5,133,837","3,259,221","2,827,661","2,711,988","2,587,081","2,262,940",,,,,,,
7,3,Февраль,с 14 фев. 2019 по 17 фев. 2019,3,Зрители,"1,141,212","748,792","245,176","242,574","182,409","142,309","80,278","26,652","30,408","23,826","19,903","16,990","28,774","17,408","21,400","26,840","7,968","9,271","13,622","8,026",,,,,,,
7,3,Февраль,с 14 фев. 2019 по 17 фев. 2019,3,Сеансы,"37,335","23,654","14,006","12,315","6,991","3,160","6,297","3,221","1,459","1,737",902,642,"2,745","1,683","1,255","1,507",445,957,860,686,,,,,,,
7,3,Февраль,с 14 фев. 2019 по 17 фев. 2019,3,Сборы за сеанс,"9,138","9,061","4,520","4,445","7,077","14,444","3,147","2,242","4,761","3,804","6,982","8,829","1,890","3,058","4,090","2,162","6,354","2,833","3,008","3,298",,,,,,,
7,3,Февраль,с 14 фев. 2019 по 17 фев. 2019,3,Среднее количество зрителей,30,31,17,19,26,45,12,8,20,13,22,26,10,10,17,17,17,9,15,11,,,,,,,
8,4,Февраль,с 21 фев. 2019 по 24 фев. 2019,3,Фильм,Как приручить дракона 3,Алита: Боевой ангел,Громкая связь,Тобол,Зеленая книга,Омен: Перерождение,Власть,Семь ужинов,ЛЕГО Фильм-2,Клаустрофобы,Затерянные во льдах,Лабиринты прошлого,Фаворитка,Как я стал русским,30 безумных желаний,МУЛЬТ в кино. Выпуск № 91,Ван Гог. На пороге вечности,Т-34,Отрыв,Тетрадь дружбы Нацумэ,,,,,,,
8,4,Февраль,с 21 фев. 2019 по 24 фев. 2019,3,Сборы,"665,701,533","136,623,343","114,208,262","71,901,807","30,426,618","24,679,803","21,327,884","19,186,034","13,362,422","11,911,462","8,295,970","4,903,042","3,008,890","2,830,162","2,794,001","2,436,883","2,314,600","1,799,960","1,565,385","1,463,869",,,,,,,
8,4,Февраль,с 21 фев. 2019 по 24 фев. 2019,3,Зрители,"2,641,509","475,867","397,593","279,553","94,072","88,884","57,277","78,384","65,453","44,572","25,923","12,734","8,843","13,812","10,514","20,413","7,462","8,632","6,607","6,478",,,,,,,
8,4,Февраль,с 21 фев. 2019 по 24 фев. 2019,3,Сеансы,"44,736","21,176","14,793","14,670","2,386","4,744","2,714","5,827","3,638","1,940","1,309",729,245,"1,143",983,"1,978",286,233,"1,095",578,,,,,,,
8,4,Февраль,с 21 фев. 2019 по 24 фев. 2019,3,Сборы за сеанс,"14,880","6,451","7,720","4,901","12,752","5,202","7,858","3,292","3,673","6,139","6,337","6,725","12,281","2,476","2,842","1,231","8,093","7,725","1,429","2,532",,,,,,,
8,4,Февраль,с 21 фев. 2019 по 24 фев. 2019,3,Среднее количество зрителей,59,22,26,19,39,18,21,13,17,22,19,17,36,12,10,10,26,37,6,11,,,,,,,
9,1,Март,с 28 фев. 2019 по 03 мар. 2019,3,Фильм,Как приручить дракона 3,Любовницы 16+ и 18+,Счастливого нового дня смерти,Алита: Боевой ангел,Наркокурьер,Громкая связь,Зеленая книга,Кадавр,Тобол,Шутки в сторону 2: Миссия в Майами,Юморист,Власть,Омен: Перерождение,ЛЕГО Фильм-2,Затерянные во льдах,МУЛЬТ в кино. Выпуск № 92,Фаворитка,Навсикая из долины ветров,Семь ужинов,Клаустрофобы,,,,,,,
9,1,Март,с 28 фев. 2019 по 03 мар. 2019,3,Сборы,"320,664,143","106,816,116","62,483,912","48,898,033","41,330,499","39,922,464","34,582,548","27,492,195","27,122,339","11,769,720","9,169,611","7,891,156","4,190,092","3,586,709","2,755,345","2,746,333","2,187,109","2,118,755","2,092,905","1,532,920",,,,,,,
9,1,Март,с 28 фев. 2019 по 03 мар. 2019,3,Зрители,"1,301,513","383,445","233,087","170,295","131,662","139,967","108,964","101,500","114,871","38,930","28,759","21,715","17,452","17,601","9,308","22,850","7,339","8,220","10,631","6,386",,,,,,,
9,1,Март,с 28 фев. 2019 по 03 мар. 2019,3,Сеансы,"33,534","19,934","14,125","9,713","4,773","6,155","2,388","7,845","8,376","3,156","1,977","1,359","2,183","1,126",709,"1,596",207,581,"1,178",360,,,,,,,
9,1,Март,с 28 фев. 2019 по 03 мар. 2019,3,Сборы за сеанс,"9,562","5,358","4,423","5,034","8,659","6,486","14,481","3,504","3,238","3,729","4,638","5,806","1,919","3,185","3,886","1,720","10,565","3,646","1,776","4,258",,,,,,,
9,1,Март,с 28 фев. 2019 по 03 мар. 2019,3,Среднее количество зрителей,38,19,16,17,27,22,45,12,13,12,14,15,7,15,13,14,35,14,9,17,,,,,,,
10,2,Март,с 07 мар. 2019 по 10 мар. 2019,3,Фильм,Капитан Марвел,Как приручить дракона 3,Любовницы 16+ и 18+,Зеленая книга,Громкая связь,Счастливого нового дня смерти,Наркокурьер,Гости,Алита: Боевой ангел,Родители легкого поведения,Гурвинек. Волшебная игра,Лови момент,Кадавр,Тобол,Ван Гоги,Юморист,Чужой,МУЛЬТ в кино. Выпуск № 92,Вокс Люкс,Шутки в сторону 2: Миссия в Майами,,,,,,,
10,2,Март,с 07 мар. 2019 по 10 мар. 2019,3,Сборы,"619,883,815","251,011,636","92,670,435","35,016,463","33,256,417","29,644,567","24,591,204","20,337,082","16,625,824","16,249,878","15,805,624","12,276,412","11,394,055","8,465,910","5,381,811","5,058,884","4,699,811","3,098,618","2,776,695","2,587,827",,,,,,,
10,2,Март,с 07 мар. 2019 по 10 мар. 2019,3,Зрители,"2,063,643","1,074,281","338,929","110,002","114,189","110,219","77,681","78,262","63,397","51,577","79,390","45,853","44,601","37,020","17,511","17,496","17,040","25,593","7,740","9,837",,,,,,,
10,2,Март,с 07 мар. 2019 по 10 мар. 2019,3,Сеансы,"45,786","20,612","11,735","2,107","2,701","6,052","2,528","7,329","2,749","2,777","5,618","3,433","3,343","1,864",805,"1,188",559,"2,363",689,"1,023",,,,,,,
10,2,Март,с 07 мар. 2019 по 10 мар. 2019,3,Сборы за сеанс,"13,538","12,177","7,896","16,619","12,312","4,898","9,727","2,774","6,047","5,851","2,813","3,576","3,408","4,541","6,685","4,258","8,407","1,311","4,030","2,529",,,,,,,
10,2,Март,с 07 мар. 2019 по 10 мар. 2019,3,Среднее количество зрителей,45,52,28,52,42,18,30,10,23,18,14,13,13,19,21,14,30,10,11,9,,,,,,,
11,3,Март,с 14 мар. 2019 по 17 мар. 2019,3,Фильм,Капитан Марвел,Как приручить дракона 3,Пиковая дама. Зазеркалье,Рожденный стать королем,Любовницы 16+ и 18+,Зеленая книга,Наркокурьер,Громкая связь,Время возмездия,Родители легкого поведения,Гурвинек. Волшебная игра,Звонок мертвецу,Счастливого нового дня смерти,Середина 90-х,Агент Мамбо,Алита: Боевой ангел,Норм и Несокрушимые: Ключи от королевства,Гости,МУЛЬТ в кино. Выпуск № 93,Ван Гоги,,,,,,,
11,3,Март,с 14 мар. 2019 по 17 мар. 2019,3,Сборы,"204,202,770","107,399,601","44,367,466","42,594,183","28,251,623","22,469,164","16,166,628","15,501,179","9,710,445","9,582,580","9,336,961","6,332,240","6,230,647","5,524,460","5,389,854","5,090,308","4,617,963","4,225,040","3,502,825","3,423,254",,,,,,,
11,3,Март,с 14 мар. 2019 по 17 мар. 2019,3,Зрители,"702,614","473,938","164,932","168,749","103,573","73,727","49,375","52,992","28,829","32,551","47,936","20,603","25,750","16,702","19,703","20,008","20,346","18,283","28,776","10,870",,,,,,,
11,3,Март,с 14 мар. 2019 по 17 мар. 2019,3,Сеансы,"32,629","15,189","11,699","13,898","5,468","2,451","1,710","2,114","3,096","2,626","4,230","1,671","2,042",847,319,"1,200","1,853","3,197","1,684",573,,,,,,,
11,3,Март,с 14 мар. 2019 по 17 мар. 2019,3,Сборы за сеанс,"6,258","7,070","3,792","3,064","5,166","9,167","9,454","7,332","3,136","3,649","2,207","3,789","3,051","6,522","16,896","4,241","2,492","1,321","2,080","5,974",,,,,,,
11,3,Март,с 14 мар. 2019 по 17 мар. 2019,3,Среднее количество зрителей,21,31,14,12,18,30,28,25,9,12,11,12,12,19,61,16,10,5,17,18,,,,,,,
12,4,Март,с 21 мар. 2019 по 24 мар. 2019,3,Фильм,Балканский рубеж,Трезвый водитель,Волшебный парк Джун,Капитан Марвел,Королевский корги,Как приручить дракона 3,Пиковая дама. Зазеркалье,В объятиях лжи,Зеленая книга,Рожденный стать королем,Другой,Наркокурьер,Закатать в асфальт,Громкая связь,Любовницы 16+ и 18+,Стертая личность,Середина 90-х,Агент Мамбо,МУЛЬТ в кино. Выпуск № 93,Бэйбэрикээн,,,,,,,
12,4,Март,с 21 мар. 2019 по 24 мар. 2019,3,Сборы,"128,733,209","101,108,460","99,264,044","75,994,367","72,637,827","47,597,777","15,904,818","15,697,775","13,453,830","13,264,317","7,952,545","6,710,498","5,518,106","5,186,220","4,887,009","3,968,262","3,207,925","2,927,003","2,575,704","2,379,002",,,,,,,
12,4,Март,с 21 мар. 2019 по 24 мар. 2019,3,Зрители,"474,472","355,757","442,000","258,879","305,184","213,609","62,087","49,955","44,886","62,519","27,601","19,684","16,017","19,614","18,557","11,968","9,632","10,687","21,939","9,707",,,,,,,
12,4,Март,с 21 мар. 2019 по 24 мар. 2019,3,Сеансы,"26,438","14,912","22,423","11,917","11,420","5,536","4,781","2,392","1,412","4,932","2,052",819,"1,166",834,"1,017","1,144",425,207,"2,151",196,,,,,,,
12,4,Март,с 21 мар. 2019 по 24 мар. 2019,3,Сборы за сеанс,"4,869","6,780","4,426","6,376","6,360","8,597","3,326","6,562","9,528","2,689","3,875","8,193","4,732","6,218","4,805","3,468","7,548","14,140","1,197","12,137",,,,,,,
12,4,Март,с 21 мар. 2019 по 24 мар. 2019,3,Среднее количество зрителей,17,23,19,21,26,38,12,20,31,12,13,24,13,23,18,10,22,51,10,49,,,,,,,
13,5,Март,с 28 мар. 2019 по 31 мар. 2019,3,Фильм,Дамбо,Мы,Балканский рубеж,Волшебный парк Джун,Королевский корги,Трезвый водитель,Как приручить дракона 3,Капитан Марвел,Пляжный бездельник,Зеленая книга,В объятиях лжи,100 вещей и ничего лишнего,МУЛЬТ в кино. Выпуск № 94,Рожденный стать королем,Наркокурьер,Пиковая дама. Зазеркалье,Асса,Громкая связь,Микеланджело. Бесконечность,Другой,,,,,,,
13,5,Март,с 28 мар. 2019 по 31 мар. 2019,3,Сборы,"244,003,294","84,136,837","75,786,668","56,428,602","52,039,294","49,700,261","34,333,014","29,628,080","20,120,430","8,661,462","6,351,887","5,902,681","3,987,989","3,739,114","2,869,170","2,172,967","2,013,544","2,004,389","1,915,258","1,805,605",,,,,,,
13,5,Март,с 28 мар. 2019 по 31 мар. 2019,3,Зрители,"955,402","296,834","289,929","280,887","245,034","180,687","164,415","110,169","63,096","30,502","21,989","18,045","33,012","20,729","9,268","10,040","7,232","7,733","6,879","7,505",,,,,,,
13,5,Март,с 28 мар. 2019 по 31 мар. 2019,3,Сеансы,"37,369","11,622","15,639","14,752","9,226","9,424","4,072","4,441","4,442","1,067","1,450","1,115","1,726","1,481",482,955,273,318,371,935,,,,,,,
13,5,Март,с 28 мар. 2019 по 31 мар. 2019,3,Сборы за сеанс,"6,529","7,239","4,846","3,825","5,640","5,273","8,431","6,671","4,529","8,117","4,380","5,293","2,310","2,524","5,952","2,275","7,375","6,303","5,162","1,931",,,,,,,
13,5,Март,с 28 мар. 2019 по 31 мар. 2019,3,Среднее количество зрителей,25,25,18,19,26,19,40,24,14,28,15,16,19,13,19,10,26,24,18,8,,,,,,,
14,1,Апрель,с 04 апр. 2019 по 07 апр. 2019,3,Фильм,Шазам!,Кладбище домашних животных,Дамбо,Балканский рубеж,Мы,Потерянное звено,Щенячий патруль: Мегащенки,Королевский корги,Волшебный парк Джун,Трезвый водитель,Как приручить дракона 3,Капитан Марвел,Пляжный бездельник,Зеленая книга,Миа и белый лев,МУЛЬТ в кино. Выпуск № 94,Амундсен,100 вещей и ничего лишнего,"ПАПА, СДОХНИ",Сирано. Успеть до премьеры,,,,,,,
14,1,Апрель,с 04 апр. 2019 по 07 апр. 2019,3,Сборы,"322,946,715","181,969,057","88,909,807","21,038,332","18,182,860","15,606,911","14,023,387","9,066,085","9,011,812","8,733,336","8,099,940","5,680,516","4,437,429","4,045,355","3,931,536","2,541,664","2,279,432","2,012,452","1,539,429","1,247,227",,,,,,,
14,1,Апрель,с 04 апр. 2019 по 07 апр. 2019,3,Зрители,"1,128,906","663,443","367,546","78,942","64,247","65,284","76,383","39,734","46,167","32,314","37,130","19,460","14,285","14,082","15,351","21,699","6,825","6,053","5,164","3,188",,,,,,,
14,1,Апрель,с 04 апр. 2019 по 07 апр. 2019,3,Сеансы,"36,236","21,982","18,403","4,677","5,105","7,834","3,719","2,040","3,353","1,988","1,587","1,174","1,325",670,"1,053","2,278",692,417,908,408,,,,,,,
14,1,Апрель,с 04 апр. 2019 по 07 апр. 2019,3,Сборы за сеанс,"8,912","8,278","4,831","4,498","3,561","1,992","3,770","4,444","2,687","4,393","5,103","4,838","3,349","6,037","3,733","1,115","3,293","4,826","1,695","3,056",,,,,,,
14,1,Апрель,с 04 апр. 2019 по 07 апр. 2019,3,Среднее количество зрителей,31,30,19,16,12,8,20,19,13,16,23,16,10,21,14,9,9,14,5,7,,,,,,,
15,2,Апрель,с 11 апр. 2019 по 14 апр. 2019,3,Фильм,Хеллбой,Шазам!,Кладбище домашних животных,Домовой,Дамбо,Миа и белый лев,Щенячий патруль: Мегащенки,Потерянное звено,Балканский рубеж,Как приручить дракона 3,Высшее общество,Королевский корги,Мы,Апокалипсис сегодня. Расширенная версия,Зеленая книга,МУЛЬТ в кино. Выпуск № 95,Капитан Марвел,Волшебный парк Джун,Трезвый водитель,Нежная рука закона,,,,,,,
15,2,Апрель,с 11 апр. 2019 по 14 апр. 2019,3,Сборы,"145,820,989","129,013,206","81,055,891","59,538,270","44,463,753","12,611,835","11,114,597","9,829,083","8,652,371","5,867,423","5,650,439","5,172,190","4,873,266","3,815,140","2,995,030","2,907,175","2,871,289","2,338,311","2,269,224","1,796,181",,,,,,,
15,2,Апрель,с 11 апр. 2019 по 14 апр. 2019,3,Зрители,"505,261","469,060","298,313","256,288","185,612","49,960","60,167","44,170","31,990","25,950","15,535","21,922","18,242","12,617","10,151","23,667","10,910","12,257","8,887","4,386",,,,,,,
